question_id,hallucination_id,method,injection_type,injected_numeric,original_numeric,survived,original_restored,corrected_to_gt,gt_present,propagation_depth,ps1,ps2,ps3,ps4,refuted_g1,refuted_g2,refuted_g3,survived_original,quality_score
FB_045_3960FE69,FB_045_3960FE69_H2,vanilla,percentage,0.0,5.1,False,True,False,False,0,False,False,False,False,False,False,False,,
FB_045_3960FE69,FB_045_3960FE69_H1,vanilla,percentage,0.1,6.3,False,True,False,False,2,True,True,False,False,False,False,False,,
FB_046_E323A993,FB_046_E323A993_H2,vanilla,dollar_amount,1420.0,1034.0,True,False,False,False,4,True,True,True,True,False,False,False,,
FB_046_E323A993,FB_046_E323A993_H1,vanilla,dollar_amount,650.0,977.0,True,False,False,False,4,True,True,True,True,False,False,False,,
FB_047_A9C061FE,FB_047_A9C061FE_H3,vanilla,dollar_amount,966.0,1426.0,False,True,False,False,2,True,True,False,False,False,False,False,,
FB_047_A9C061FE,FB_047_A9C061FE_H2,vanilla,dollar_amount,832.0,1019.0,False,False,False,False,2,True,True,False,False,False,False,False,,
FB_047_A9C061FE,FB_047_A9C061FE_H1,vanilla,dollar_amount,208.0,263.0,True,False,False,False,4,True,True,True,True,False,False,False,,
FB_048_79F71CE3,FB_048_79F71CE3_H3,vanilla,dollar_amount,1823.0,1519.0,True,False,False,False,4,True,True,True,True,False,False,False,,
FB_048_79F71CE3,FB_048_79F71CE3_H2,vanilla,dollar_amount,522.0,684.0,False,False,False,False,2,True,True,False,False,False,False,False,,
FB_048_79F71CE3,FB_048_79F71CE3_H1,vanilla,dollar_amount,721.0,606.0,False,True,False,False,1,True,False,False,False,False,False,False,,
FB_049_4416C718,FB_049_4416C718_H3,vanilla,dollar_amount,924.0,1173.0,True,False,False,True,4,True,True,True,True,False,False,False,,
FB_049_4416C718,FB_049_4416C718_H2,vanilla,percentage,0.0,2.9,False,True,True,True,0,False,False,False,False,False,False,False,,
FB_049_4416C718,FB_049_4416C718_H1,vanilla,percentage,0.0,2.9,False,True,True,True,0,False,False,False,False,False,False,False,,
FB_050_A0B82AEA,FB_050_A0B82AEA_H2,vanilla,dollar_amount,2780.0,3719.0,True,False,False,False,4,True,True,True,True,False,False,False,,
FB_050_A0B82AEA,FB_050_A0B82AEA_H1,vanilla,dollar_amount,4922.0,3579.0,True,False,False,False,4,True,True,True,True,False,False,False,,
FB_051_091D46D5,FB_051_091D46D5_H3,vanilla,dollar_amount,29580.0,46294.0,True,False,False,True,4,True,True,True,True,False,False,False,,
FB_051_091D46D5,FB_051_091D46D5_H2,vanilla,dollar_amount,55020.0,47262.0,True,False,False,True,4,True,True,True,True,False,False,False,,
FB_051_091D46D5,FB_051_091D46D5_H1,vanilla,percentage,10.3,2.0,False,False,True,True,1,True,False,False,False,False,False,False,,
FB_052_FC76DF78,FB_052_FC76DF78_H3,vanilla,large_number,1157.0,1846.0,True,False,False,False,4,True,True,True,True,False,False,False,,
FB_052_FC76DF78,FB_052_FC76DF78_H2,vanilla,large_number,32254.0,47262.0,True,False,False,False,4,True,True,True,True,False,False,False,,
FB_052_FC76DF78,FB_052_FC76DF78_H1,vanilla,large_number,1229.0,1570.0,True,False,False,False,4,True,True,True,True,False,False,False,,
FB_053_05E755A5,FB_053_05E755A5_H3,vanilla,dollar_amount,1210.0,1518.0,True,False,False,False,4,True,True,True,True,False,False,False,,
FB_053_05E755A5,FB_053_05E755A5_H2,vanilla,large_number,1421.0,1188.0,True,False,False,False,4,True,True,True,True,False,False,False,,
FB_053_05E755A5,FB_053_05E755A5_H1,vanilla,large_number,852.0,1045.0,False,True,False,False,0,False,False,False,False,False,False,False,,
FB_054_F1BBC565,FB_054_F1BBC565_H3,vanilla,dollar_amount,911.0,1200.0,True,False,False,True,4,True,True,True,True,False,False,False,,
FB_054_F1BBC565,FB_054_F1BBC565_H2,vanilla,dollar_amount,2191.0,3200.0,True,False,False,True,4,True,True,True,True,False,False,False,,
FB_054_F1BBC565,FB_054_F1BBC565_H1,vanilla,dollar_amount,789.0,1200.0,False,False,True,True,2,True,True,False,False,False,False,False,,
FB_055_B75D0172,FB_055_B75D0172_H3,vanilla,large_number,822.0,1024.0,False,True,False,False,0,False,False,False,False,False,False,False,,
FB_055_B75D0172,FB_055_B75D0172_H2,vanilla,large_number,698.0,1040.0,False,True,False,False,0,False,False,False,False,False,False,False,,
FB_055_B75D0172,FB_055_B75D0172_H1,vanilla,large_number,1272.0,1024.0,False,True,False,False,3,True,True,True,False,False,False,False,,
FB_056_E46FAB20,FB_056_E46FAB20_H3,vanilla,dollar_amount,1519.0,1800.0,True,False,False,True,4,True,True,True,True,False,False,False,,
FB_056_E46FAB20,FB_056_E46FAB20_H2,vanilla,dollar_amount,738.0,600.0,True,False,False,True,4,True,True,True,True,False,False,False,,
FB_056_E46FAB20,FB_056_E46FAB20_H1,vanilla,dollar_amount,1307.0,1900.0,False,False,True,True,1,True,False,False,False,False,False,False,,
FB_057_2D006C3F,FB_057_2D006C3F_H3,vanilla,dollar_amount,606.8,467.5,False,True,False,False,2,True,True,False,False,False,False,False,,
FB_057_2D006C3F,FB_057_2D006C3F_H2,vanilla,dollar_amount,259.8,360.6,True,False,False,False,4,True,True,True,True,False,False,False,,
FB_057_2D006C3F,FB_057_2D006C3F_H1,vanilla,dollar_amount,788.1,1197.5,True,False,False,False,4,True,True,True,True,False,False,False,,
FB_058_4FC4F0E9,FB_058_4FC4F0E9_H3,vanilla,dollar_amount,5585.0,4711.0,True,False,False,False,4,True,True,True,True,False,False,False,,
FB_058_4FC4F0E9,FB_058_4FC4F0E9_H2,vanilla,percentage,91.9,101.6,False,False,False,False,2,True,True,False,False,False,False,False,,
FB_058_4FC4F0E9,FB_058_4FC4F0E9_H1,vanilla,dollar_amount,12544.0,9493.0,False,True,False,False,2,True,True,False,False,False,False,False,,
FB_060_D8048F85,FB_060_D8048F85_H2,vanilla,dollar_amount,115274.0,83535.0,True,False,False,False,4,True,True,True,True,False,False,False,,
FB_060_D8048F85,FB_060_D8048F85_H1,vanilla,dollar_amount,85028.0,139660.0,True,False,False,False,4,True,True,True,True,False,False,False,,
FB_061_B30537F0,FB_061_B30537F0_H3,vanilla,dollar_amount,52278.0,62283.0,True,False,False,True,4,True,True,True,True,False,False,False,,
FB_061_B30537F0,FB_061_B30537F0_H2,vanilla,dollar_amount,13434.0,21319.0,False,False,True,True,2,True,True,False,False,False,False,False,,
FB_061_B30537F0,FB_061_B30537F0_H1,vanilla,percentage,14.4,23.0,True,False,False,True,4,True,True,True,True,False,False,False,,
FB_062_CCEDD88C,FB_062_CCEDD88C_H1,vanilla,dollar_amount,191569.0,156898.0,True,False,False,False,4,True,True,True,True,False,False,False,,
FB_063_38B981AD,FB_063_38B981AD_H2,vanilla,percentage,0.9,7.1,False,True,False,False,2,True,True,False,False,False,False,False,,
FB_063_38B981AD,FB_063_38B981AD_H1,vanilla,dollar_amount,71042.0,58658.0,False,True,False,False,2,True,True,False,False,False,False,False,,
FB_064_7576A9AF,FB_064_7576A9AF_H3,vanilla,dollar_amount,12426.0,14800.0,True,False,False,False,4,True,True,True,True,False,False,False,,
FB_064_7576A9AF,FB_064_7576A9AF_H2,vanilla,dollar_amount,18525.0,15300.0,True,False,False,False,4,True,True,True,True,False,False,False,,
FB_064_7576A9AF,FB_064_7576A9AF_H1,vanilla,dollar_amount,19162.0,15100.0,False,False,False,False,1,True,False,False,False,False,False,False,,
FB_065_8F3B2425,FB_065_8F3B2425_H3,vanilla,dollar_amount,41886.0,58658.0,True,False,False,False,4,True,True,True,True,False,False,False,,
FB_065_8F3B2425,FB_065_8F3B2425_H2,vanilla,dollar_amount,18532.0,26210.0,True,False,False,False,4,True,True,True,True,False,False,False,,
FB_065_8F3B2425,FB_065_8F3B2425_H1,vanilla,dollar_amount,469.0,382.0,True,False,False,False,4,True,False,True,True,False,False,False,,
FB_067_92C7D508,FB_067_92C7D508_H3,vanilla,percentage,9.5,20.0,False,False,False,False,2,True,True,False,False,False,False,False,,
FB_067_92C7D508,FB_067_92C7D508_H2,vanilla,dollar_amount,1513.0,1200.0,True,False,False,False,4,True,True,True,True,False,False,False,,
FB_067_92C7D508,FB_067_92C7D508_H1,vanilla,dollar_amount,3936.0,5500.0,True,False,False,False,4,True,True,True,True,False,False,False,,
FB_068_46FFC913,FB_068_46FFC913_H2,vanilla,dollar_amount,58656.0,86180.5,False,True,False,False,2,True,True,False,False,False,False,False,,
FB_068_46FFC913,FB_068_46FFC913_H1,vanilla,percentage,0.01,1.45,True,False,False,False,4,True,True,True,True,False,False,False,,
FB_069_15B93D82,FB_069_15B93D82_H2,vanilla,percentage,51.5,44.2,False,True,False,False,2,True,True,False,False,False,False,False,,
FB_069_15B93D82,FB_069_15B93D82_H1,vanilla,dollar_amount,25413.0,33014.0,True,False,False,False,4,True,True,True,True,False,False,False,,
FB_070_4418F850,FB_070_4418F850_H3,vanilla,dollar_amount,5694.0,7964.0,False,True,False,False,2,True,True,False,False,False,False,False,,
FB_070_4418F850,FB_070_4418F850_H2,vanilla,dollar_amount,14585.0,11952.0,True,False,False,False,4,True,True,True,True,False,False,False,,
FB_070_4418F850,FB_070_4418F850_H1,vanilla,dollar_amount,14512.0,11952.0,True,False,False,False,4,True,True,True,True,False,False,False,,
FB_071_0CB99E74,FB_071_0CB99E74_H3,vanilla,dollar_amount,4292.0,3167.0,False,True,False,False,2,True,True,False,False,False,False,False,,
FB_071_0CB99E74,FB_071_0CB99E74_H2,vanilla,dollar_amount,73.0,111.0,False,True,False,False,3,True,True,True,False,False,False,False,,
FB_071_0CB99E74,FB_071_0CB99E74_H1,vanilla,dollar_amount,7381.0,10248.0,False,True,False,False,3,True,True,True,False,False,False,False,,
FB_072_05A484DC,FB_072_05A484DC_H2,vanilla,dollar_amount,8255.0,11500.0,True,False,False,False,4,True,True,True,True,False,False,False,,
FB_072_05A484DC,FB_072_05A484DC_H1,vanilla,large_number,2118.0,3206.0,False,True,False,False,2,True,True,False,False,False,False,False,,
FB_073_5495DBB9,FB_073_5495DBB9_H3,vanilla,percentage,9.9,13.9,True,False,False,False,4,True,True,True,True,False,False,False,,
FB_073_5495DBB9,FB_073_5495DBB9_H2,vanilla,dollar_amount,221.0,264.0,True,False,False,False,4,True,True,True,True,False,False,False,,
FB_073_5495DBB9,FB_073_5495DBB9_H1,vanilla,dollar_amount,207.0,292.0,True,False,False,False,4,True,True,True,True,False,False,False,,
FB_074_499976A7,FB_074_499976A7_H2,vanilla,dollar_amount,6078.0,8108.0,True,False,False,False,4,True,True,True,True,False,False,False,,
FB_074_499976A7,FB_074_499976A7_H1,vanilla,dollar_amount,9948.0,7400.0,True,False,False,False,4,True,True,True,True,False,False,False,,
FB_075_D5F39BB5,FB_075_D5F39BB5_H2,vanilla,dollar_amount,38256.0,59431.0,True,False,False,False,4,True,True,True,True,False,False,False,,
FB_075_D5F39BB5,FB_075_D5F39BB5_H1,vanilla,dollar_amount,41694.0,53189.0,False,False,False,False,3,True,True,True,False,False,False,False,,
FB_076_1BF5949C,FB_076_1BF5949C_H3,vanilla,dollar_amount,124200.0,194579.0,False,True,False,False,3,True,True,True,False,False,False,False,,
FB_076_1BF5949C,FB_076_1BF5949C_H2,vanilla,dollar_amount,27991.0,21643.0,True,False,False,False,4,True,True,True,True,False,False,False,,
FB_076_1BF5949C,FB_076_1BF5949C_H1,vanilla,dollar_amount,29388.0,22389.0,False,False,False,False,2,True,True,False,False,False,False,False,,
FB_077_6547C156,FB_077_6547C156_H3,vanilla,dollar_amount,2148.0,3100.0,True,False,False,False,4,True,True,True,True,False,False,False,,
FB_077_6547C156,FB_077_6547C156_H2,vanilla,dollar_amount,3128.0,2500.0,True,False,False,False,4,True,True,True,True,False,False,False,,
FB_077_6547C156,FB_077_6547C156_H1,vanilla,dollar_amount,78204.0,128000.0,True,False,False,False,4,True,True,True,True,False,False,False,,
FB_078_F8A3C776,FB_078_F8A3C776_H2,vanilla,dollar_amount,2.0,3.0,True,False,False,False,4,True,True,True,True,False,False,False,,
FB_078_F8A3C776,FB_078_F8A3C776_H1,vanilla,dollar_amount,1.4,2.0,True,False,False,False,4,True,True,True,True,False,False,False,,
FB_079_C8770283,FB_079_C8770283_H3,vanilla,dollar_amount,0.68,0.5,False,False,True,True,3,True,True,True,False,False,False,False,,
FB_079_C8770283,FB_079_C8770283_H2,vanilla,dollar_amount,0.69,0.5,False,False,True,True,3,True,True,True,False,False,False,False,,
FB_079_C8770283,FB_079_C8770283_H1,vanilla,dollar_amount,1.25,1.98,False,False,True,True,3,True,False,True,False,False,False,False,,
FB_081_4E1CC3D9,FB_081_4E1CC3D9_H2,vanilla,large_number,63263625.0,48123456.0,True,False,False,False,4,True,True,True,True,False,False,False,,
FB_081_4E1CC3D9,FB_081_4E1CC3D9_H1,vanilla,large_number,12416701.0,9876543.0,True,False,False,False,4,True,True,True,True,False,False,False,,
